Username,Comment
@rishabhchowdhary869,If you are here u are surely having great sense of music
@yogeeshable,"Wowwww such awsome composition of AR rahman,👌👌👌👌
Such awsome orachestration... wowww its"
@mariafarooq5549,1st year and my friend Nimrah sang it for us in the College. Miss u guys.... 🙄
@ankitanand1011,I'm in class 7 at that time 😍
@sakinasakku412,I was in class 2nd
@sainidebbarma7838,This song is aesthetic ✨
@anakhan4837,Salman khan having so many more love with glaxxxy as like me him mostly song about horizon.i attractive that.
@syedhaider2643,"Nobody talks about  Benny Dayal in the comments for this beautiful song. 
AR Rahman’s Music ❤️"
@NavThapar.,Gulzar saab ❤️❤️❤️
@cuttiiee_sansa,Wow 🤩🤩
@sahiljain4384,4:17
@titlidas8993,I was probably 7 or 8 when this released and now I'm 21🌚 those golden days that doesn't exist anymore ❤️
@dan_basketballer9807,Old memories ❤️
@pubali7288,School dayss🥰
@TheQUEENGAMER1856,I listen this song when i was 2 years and i said my father i want to go hawao me and i go pakistan tour frist time in plane 🥺🙈this song is memorable 🙈💗❣️
@FreakTicKeR,"KK and Benny both are musical maestros yet underrated 🙂❤️
They don't need auto tune 🔥❤️"
@srinibasparida4623,I am here after listening it from alakh pande sir of physics wallah 😅😂
@bikeshmehta2002,All I can say is nostalgia.🏞️
@sabikunnahar416,I was 8 when this movie release  and now I'm 22🙂 still favourite
@pranjalpratap3694,My favourite song
@maverick8550,I don't understand the people who have disliked the video..They should get a life I guess... Unbelievable voice From Benny and Shreya is awesome..A r rehman at his best..This song takes you in another world...
@humakhan1898,Ye yade hi to h yar jo jeene ki wajah banrti h kaash phir wahi waqt OR wahi shaks ho
@reklon1238,feeliing nostalgia...use to be my fav song once upon a time....
@braingain791,Childhood Fav song forever ❤️
@girishkukreja3644,Very Good looking All involved in making this charismatic song
@anukritianukriti7096,This song still feels new .
@muhammadusman-bin-farooq4140,I was in 8th standard thn and this song takes me back to that time.
@ameermalik7494,Mafia Don 😀
@rasurendravlogs,supr hit song my
@biplove__rajbhar,Only salaman Khan Say to Girl that i love you but as freind
@awaisjavaid240,I was in intermediate part 2
@bubblesmeow5650,Nice  Song
@muzammil2871,I used to sing this when i was just 4! 😂😂😂 Now i am in matric.
@ayushiyadav4446,I was in third standard
@tarugour7404,In 2021 then you are legend
@RiteshKumar-nt7rb,:(
@idsx10,you are my friend..❣️❣️❣️❣️❣️❣️❣️❣️.............आप मेरे दोस्त हैं........❣️❣️❣️❣️❣️❣️❣️❣️
@maazxsobia851,Mari dost billi ki ghost 😂😂
@hinaansari302,N in childhood I thought that this song is of ghajini movie😂😂😂
@hunturava5885,I was in class 𝙸𝙸𝙸 😍
@imthikhan9418,Hai dost ✨
@agrarianshahnamjaffry5176,"I was in first year n my chemistry teacher looks like Katrina Kaif
Agrarian Shahnam Jaffry"
@eshagusain9718,chi chiiii isme tw salmon bhai logo or janvaro ko ni uda rha h khud ki ude jaa rha h !!!!!!!!!!!!!! lol
@sundeepsingh2064,in centuries a star become like salman khan
@jeetsayaniya6445,💖💖💖💖💖💖💖💖💖
@official_YouTubeVanced,"Things were easy back then, we just had to sit and enjoy family time watching shows and movies. Now we just have assignment, projects and exams that take up 90% of your day."
@almosttogether8825,When i was in class 1
@malaysrivastava8975,Some AR rahman songs are not liked but after it listening it 3 times it becomes addictive
@singwithnihal2525,2021.....Benny dayal ❤️
@beastgaming2997,"Compare to many modern song, this song is a gem 💎"
@RealTechnoTrader,This song...🥺🥺
@Aayush-cg5km,That's an era where salman khan is not a not meme material and a pure music.
@asadhadi7598,Lovely Song And Instrument 👌💯❤️
@sagartribhuvan9969,Nice ❤️❤️
@hashiali3749,Hashi Neeli Baji
@RajeshNandi,was in college that time ❤️
@vangoghvalath,9xm memories
@Suraj.meitei115,I was in class 2or3
@harshporwal466,Ar rahman💆
@niravrajput2208,"When I was listen this song, I were in 7 std."
@pihushow4475,4:39
@aijash03,Just Came Here To Revive Good ol Day's Of 2008...❤️
@sohail1978,Such freshness in music..
@snehavermani5696,"I remember my brother when he was just 5 years old, he used to sing Aaja Mai Hawaon Mei Bitha ke le chalu tu hi toh meri dost hai by looking at Katrina Kaif's board at beauty parlour 😁😉"
@sanaaelgendy600,So heart touching ❤️
@love_english191,Really! Six months ago when I had seen a girl who still loves me not only she is  friend but also close friend.
@shakaniz4018,Woow nice 👏
@Monazehen123,I ws in cls2
@honeysharma2075,6th
@shantanughosh10,Just came hare to revive the nostalgia❤
@JunaidKhan-up2nb,"I was in 9th standard when this song was released 😍😍😍
Childhood memories 😍😍
I sung this song for my school crush 🤣🤣🤣"
@osadeiny6712,I like the theme of this song
@junedsheikh2600,I was in class 7
@jasswaraich2437,I was in 5th
@merachennalmerimarze3407,I was in class 1
@deadgirlpost1236,was in grade 7 and addicted to this song
@naubasingha598,One song that calls ur nostalgic perfectly ❤️❤️
@rajendrarathore867,I was in class 1😊😊
@PRINCE-tx4dn,My childhood song 💞♥️
@doraemonmemes3439,Male voice is so smoothening and nourishing...Great man ...BENNNNY DAYAL
@BABULAL009,NOW I AM IN 11TH
@nancysinha765,Friendship anthem 😍😍❤️ Salman Khan looked damn much handsome in this movie.His ear piercing and spects 😍😍😍😍🔥🔥🔥
@tridibmal09,"4:37 sounds like, this song ""main fir vi tujhko chahunga"" is going to start"
@sumantamoitra6813,Every night I used to listen this song on fm..golden days
@jayeshthakur4407,I only came here to listen the legendary voice and music of legends...
@DARKGAMING-kj2tl,"I am leaving this comment here so after a month or year when someone likes it,i get reminded of this masterpiece ❣️"
@arbazshaikh7417,Came here for nostalgia.
@shahoshchowdhury9321,Legends are listening this in  July 2021
@ayanshahshah2509,School days yad agaee yar 😔  meri gf ku sonatou  t mai
@anakhan4837,This song just for only friendzzz.
@gauravpatelpatel6,Ye gane ko 7th class m sunta tha jab bo mere sath thi
@DharmendraSharma-jx2np,MY FAVORITES SONGS SUPER STAR SALMAN KHAN GOLDEN FACE ALWAYS
@umamafurqan7108,Katrina doesn't act nice but Katrina is beautiful ❤️
@sofiaslifestyle1615,I was in 9th
@sameedahmed6504,I was in class 6
@gunjanjaiswalmakeovers2785,Katrina gives me a fairy tale vibe . Amazingly beautiful ❤️
@gulyaabdullaeva9016,Siperrrrrrrrrrrrrr
@bubblesmeow5650,Heart touching song
@rishpalchoudhary8232,Movie name
@advocatemoinkhanadvocatemo4072,♡♡
@sudhirakantasahu2903,Beautiful song
@karanchandra2491,Salman had lsd while doing this...
@prabhakarsagar3261,"Padosi ke ghar ke sound box se bajta tha 
Main sunta rahta tha that time can never repeated 😭😭😭"
@phoebe8641,"Just close your eyes and feel how great the music composition is❤

Thanks me later!"
@sajidjama2277,Nice looking song
@sajidjama2277,Nice song
@Prinse_raj,"OLD IS GOLD ❤️
Bollywood don't make these songs anymore."
@samiyamajid3687,I was in my 2nd standard......
@veerbadra_sanatani_,💖
@majiyatardaksh3963,I MISS U MOHIT CHAUHAN KK AND BENNY DAYAL😔😔💕
@mdfahimmahmudkhan5822,always fvrt🥰
@muskaanmishra2474,15 June 2021 3:34pm
@nandanmohata554,Salman khan's acting made this song's video not even watchable. Real singers dont move that badly while singing a melody
@abadasultana2914,Old is gold ist true ❤❤❤❤❤❤❤
@nazimraza688,So lovely voice
@musicalkid9184,I was in nursery or ukg
@iamallwaysunlucky0,😇💖
@ArjunSingh-sp6gj,Meri mom salman ko duniya ka sbse  handsome insaan btati h meri mom ka fav h salman isliye mujhe bhi pasand h ❤️❤️
@nikhatparween460,Aaj bhi 2021 m bhi ye song gazab h sweet & cute song h. 😘
@jayashreeshree3119,"I  👸 like my comrade 🤴!!!!,,!,,,,,,,,,,sunflower 🌻"
@Jupiter_176,"We have an angel from the Heaven, Katrina Kaif 💙"
@entertainmentking1232,i was in 11 class .my gf like this song.tiday i listen this song .i feel awsm
@eshaarora5608,"Benny Dayal, Shreya Ghoshal have got magic in their voices ❤"
@aakashbhosale6977,I was in 12th.. Used to listen this song every single night..Had a major crush on Katrina.. Those were days!
@Undertaker617,Shreya ghoshal
@shaikhshawaz6696,The time newly passed 10std and starting days of college and new frndz memories ❤
@rithviambetkar6838,💖💖💖💖💖💖
@eshaarora5608,"The beginning tune 
 Hats off to the singers 
Also, Salman looks handsome here and Katrina in the 2005-2014 era was pure love❤"
@farjanayesminnisi1017,❤️
@napoleon8688,You can easily understand why there is no one like Rahman saab!🙏
@hamidakhan6439,Memories of class 9th winter ka time...
@sagar.oatmeal4146,"Miss Elizabeth , I'll miss you"
@mohdaijaz3634,Hi
@darfaheem1342,Bhaijaan ❤️❤️😘❤️😘❤️😘❤️❤️😘😘🥰😘💓😘💓💓❤️❤️😘❤️
@shafiqazulfeqarali5332,He is flying like weeeee😂😂😂
@abdulimran3480,My name is burhan don I listen the song play group class
@shaheersk721,4:13 onwards is out of the world ✨❤️ Ar Rahman you beauty ! Yuvvraaj is an underrated album especially the song manmohini morey
@saikatmandal2236,This was my ringtone in class 11th.
@rahul4star,Nice video 👌❤️⭐⭐⭐❤️💛🧡💙💚♥️💜🖤💯💖💖💖💖💖4 star tutting dancer 🌟🌟🌟🌟⭐
@rizwankhan7186,Awesome song
@vishnugiri6202,A R Rehman 💓💕
@faixufaizan6755,Katrina is very very very very beautiful
@faixufaizan6755,Extra handsomeness Salman khan have
@nishatrizwan6918,Iwas 3 year old when I first heard this. Song on 9xm now I'm 15
@rahuljacker2131,❤️👍
@babysaroya3374,This is a my evergreen favorite song.... I'm listening it after crying 😂
@ayushpanigrahi1791,I am leaving this comment here so that whenever someone like this comment I will come here and listen this masterpiece again ❤️❤️❤️
@VIJAYKUMAR-rk3gc,I was preparing for JEE that time. Feeling Nostalgic
@aznum6292,When I was in stander 5 at the time and now I am almost done with my uni.....time flies ☺
@rockstare8507,5th class 😞😞 memories
@ahaad976,"I was 5 years when I first heard this
Now I’m 17
We have come a long way by the grace of Allah the almighty"
@junaidbrora,I was in 9th class
@sauravpundir333,I was in 9th❤️
@hitendranegi4745,दोनों ही अपने धर्म के प्रति हद से ज्यादा कट्टर हैं
@akashjeelanipeer809,My best friend's fav song
@nawedification,Masterpiece by A.R.Rahman and Gulzar sahab
@copyguruaditya1046,"Most Underrated Song in You Tube. 
But Top ranked in Wedding that time ⌚ ,"
@prashantmehta1804,.
@theirfan9390,I was in  12th  ab  sunkar  rona  ata  h
@nirvaanconhyea11,Just send it to my ex. So much memories.
@44tunirchakraborty58,I was a 5 years kid 😀😀
@rosie1704,I love you Salman Khan
@anakhan4837,This song just for my best friend and my soul kehkashan usmAni.she is crazzzzzy for me.
@samuelrobinson4201,"Orkut me is song ki musical scrap ati thi, 12th m tha"
@shabiyasaifi4022,Iwas class 7
@suwarnajungkunwar5268,Class 11 Memo
@mohammedasif2529,Nice songs
@umeshaatram7487,I miss you😘😍😍
@sonammishra1024,Why Bollywood don't make such songs anymore ?
@sonammishra1024,I was in class 9th at that time.
@rahulmassey7063,Heroine  bohot jaldi old ho jaati hai par hero nhi inko dekh lo radhe radhe bna rahe hai
@ashutoshkr___3,"I used to wait for this song in my van,when I was in class 1st,missing those days 😔"
@basheerafridi3496,My 5th class memories ❤️❤️ really hitting me hard man shit😭
@andreakinny8591,Beautiful song and best friend ❤❤
@imthikhan9418,I love u my ✨dost ✨
@shahidali8250,Meto shayad school hi Ni gya tha😅
@maheenshahid8287,I was in grade 6...
@cassia9260,"This songs gives us a vibe of fairy tales. When you listen to it with head phones and eyes closed, you'll feel like you're in a dreamland. A land filled with only good things. I need more songs like this 😭"
@abhishekbhardwaj7101,Nice song
@manishsharmamanish5421,Super
@mdzainzain5960,I was in class 1st😂
@djangostudiobyehtishamhrm7,what a lovely song and handsome Salman💚
@backup9874,Benny❤️
@amanvikram04,The point is what others think
@nehadivakar2603,Nice work by Salman khan
@raomanzoor3792,Salman is looking damn smart and stylish in this particular song by his hair style and dressing sense
@raomanzoor3792,One of the best song
@asadshaikh5201,8th class song
@leftwing3291,That was age when Salman khan actually knew acting
@viswasbhujel9146,i heard after long year... made my mind fresh😀
@_your.aditya_,I was in class 6
@shafiqazulfeqarali5332,😂😂😂😂He is flying like weeee
@hardikgupta18,I was just 4 years old :)
@muntazermuntazer9756,I was 8 class
@rahmanhazari1559,3:36 that turn 🔥..those eyess uffff..
@shafiqazulfeqarali5332,"I found this song 
when i was 8yrs old 
And i was 10yrs old i founded
Now i am 12
I am going 13"
@shafiqazulfeqarali5332,"My June 11 2008
Bday
Wish me advance"
@shafiqazulfeqarali5332,I have crush
@rxmoto9714,Who’s listening in May 2021.
@c111samakalam5,Nostalgia ❤️
@tanjinaahmed8796,Who are listening this song in 2021 😊😊😊
@zainabazam5045,❤️❤️❤️ yasir Tu hi to Mera dost h....
@shafiqazulfeqarali5332,"Katrina is Britian
I love her 
Indian+British"
@shafiqazulfeqarali5332,😂Salman khan is flying
@idreesamin27,I have seen this on Max......
@k.victorsoloman2870,Some memories 🤗
@tehseendalvi1375,Sal kat jodi is so cute.
@tehseendalvi1375,Benny Dayal voice is do awesome and Shreya Ghoshal voice is so mesmerizing.
@nischalagarwal1206,Nostalgia and goosebumps 🔥
@queenelizabethiiisinhell5062,I saw  this song on rangoli TV show.
@hindimixes6725,Meri mummy Ko Corrona ho gya hai please pray for them to get well soon .🙏🙏
@ncttboo9106,love the songg
@manalishadas2421,I was in class 4 that time  . Miss childhood memories 😢❤
@kd14392,Fresh old memories 😌
@shoaibalam1767,Memories Bring Back You🎉❤️🎗️
@amaryadav417,Lovely song things to do it for t shirts for😔 your support you😘😔 moment I love you❤😘🤟 so beautiful✨✨😍 I love you😘
@satenderkumar812,"All-time favorite songs, why such kinds of songs are not getting created now by the music composers. Why mostly are focusing to create remakes only.
The song has something special in itself, as much as you listen, you will definitely gonna love it...."
@harfullsinghrathod3719,Quality music
@tuahakhalid4431,I was 6 years old back then
@ahmarkhan5828,And Oscar deserves a r rehman
@ramanvats3232,I was 65 year old
@kartikapatel5208,That *Tu muskara Jaha bhi hai*  Violin just used to give me thrills and still does❤️
@franveen3978,"Me doing nothing*
This song came in mind*
Nostalgic 😢"
@aishaazeez5047,I was only 2 years old
@lunaticfringe3890,these songs are the only thing which I watch related to bollywood
@adityaranjan318,it was last time jab salman young n smart dikha tha aur katrina sundar dikhi thi😑🤷‍♂️
@sakshipathak6575,This song🥺❤
@someshwarmote9311,Most underrated soundtracks : yuvvraaj
@satyamrajput9631,😢😢😍...bachpan ka song....😍
@AnjaliKumari-miranda,So underrated!!!
@lutfunnesamukti5146,"People say, Old is gold 
I say,  Old is "" Diamond ""
Missing old days lot 😪"
@shahbaz262,I don't know why but Tu hi to meri dost hai and Tu muskara takes me in a Imaginary world... Like some past world.... Does it happens with you also???
@shashankshekhar1616,This is a part of my earliest memory I have of my childhood.....shit time goes like 🌪️🎶. But this still hits Hard🖤
@ibnatmahmood2890,Listening to this song after almost 10 years 🤧. Love this song.
@ibnatmahmood2890,I was 7 years old when this song came . Nostalgia
@devrajshellagi9843,ARR 💙
@MuhammadHashim-fe7do,This Song is my Childhood memory i remember i always listen this song😌😌
@Kishan-Libang-limbu,When katrina kaif used to be beautiful
@pradeepmishra1649,Bhaijaan ka bhi alag hi swag hai 👍
@pradeepmishra1649,A.R Rahman 👍❤
@shashankpatidar3118,Benny Dayal my fav .....❤️ Uss time ka sbse acha song tha..
@malconxrar7375,"When Salman was in his peak of Handsomeness, looks and fitness..Most Evergreen Stylish and Macho Hunk hero of Bollywood ever..His style was always ahead of his time indeed he deserves the evergreen style and fitness icon of Bollywood award..."
@lindsey215,I was in class 3
@sunnychouhansunnychouhan6009,Merry bahut achha dost he Bhai Salman Bhai sho cute soga
@user-jo1sz3ff8e,Sorry Sallu we didn't come here for you.We came for AR.
@SS-mt4hd,This song is like everybody I think from those years will be missing very much... Such a fresh song... Really missing this kind of songs these years
@jonah9monthsago,"Legend come for the song,they don't care about the video💕"
@xneel737,"When I watch it in 8th.. I always use to sing for my some lovely classmates💓
Since now 😣😌😌😌how changed all memories never fade away"
@nurulhasanpulak8981,"At 3:59, that flute makes me sad every time. There's something in this song.When I want to be sad I can become sad, when I want to be happy I can become happy. One song can change my mood drastically. Nothing less than MAGIC."
@vvideos6210,I was listed this song when I was in 2  STD .
@preyashmishra6845,I was 2 years old back then😂😅❤🖤i love this song
@imazahmed2499,❤️❤️❤️ 23/5/2021 ❤️❤️❤️
@viratrohit8479,2021
@harmantopno6001,Tnqe yaar I Love U all my friends👭👬👭👬👭👬👭👬👭👬
@akki143t,Bhai still hangs around 25 years old. Nothings changed really.
@sharifneouz9794,Diba that person i missed you ever
@priyankapuri8392,W ws in 10th
@merlinssassybeard,I was 7 years old now I'm 18
@khalidshek3758,Beautiful song i love you baby call back Ruhi 😭😂
@suranrevankar4581,Don't remember anything from the movie other than the songs....
@mohammedasif4556,I was in 2 class when this movie release
@johncena-kk3vf,1 was in 12th
@robinsingh3169,A
@robinsingh3169,A
@danishimam6669,i was in 10 class
@ayushpatro02,I was in std 2  when I heard this song now I am 20 and remembering those days feels me cry 🥲
@kushparate8233,"You searched for this, it didn't randomly come in your recommendations"
@physicalscienceclassroom8098,This song would have been better if sonu nigam sung it.
@birajmarandi,I was in Class 7. 😊
@poeticarya3686,Listened after 13 years...Osm....
@SujalJadhav2203,This songs are way better than radhe's songs
@anushkalols,The violin score is sooo underrated. I've always been so mesmerized
@nainamishra3155,To the time when Bollywood produced such songs....❤️❤️❤️ Now songs are shits.
@amanchaturvedi0308,I was in class 5th
@ananyapramanik996,I was in class 10 and can clearly remember how deadly i was in love with this song💕🥰😍
@seemaazmi2644,Salman sir great hats offffffffff
@ravigaggae4127,Still love this song from childhood ❤❤
@pipariyasejal1991,I’m glad t series doesn’t have rights to this away song
@BeingNeel8,❤️ waao song true meaning of friendship
@SUBHASHPANDIT702,My fav song
@amitraut7487,"That music ❤️ 
.
.
.
.
Love you Rehman❤️"
@mohitvarshney1776,Aesa song sirf A R RAHMAN hi bana sakte hai
@adithyangopinath1559,Arr Benny Shreyu ❤️❤️
@Sukritisharmaa,"I was in  2nd class . Ahhh that's time is ❤ . 
and  now it's time to struggle😐😑"
@sauptikmandalofficial352,From Class 9 ❤️
@vivekkrishnamoorthy4656,Hey friends!!!I am an die hard rahman fan since ages.but i feel ashmed now coz just now i come to know this kinda killing melody song still exist from ARR..pls recommend me such songs if u know something  like this one from  ARR music regardless of languages..pls pls..THNX IN ADVANCE🙏❤️
@soumnag7388,lovely😋
@sayanghosh6528,Class 7/8 Maths Tuition  and nearby Home theatre. 😊
@saumyasingh5277,What a beautiful song. 💖
@vishal.choudhury,Best ringtone of mobile phone those days
@historia6794,"I was in class 8th, just remember those day...."
@roshanikumari1884,One of the best song ever
@ayushthakur1909,this was the time when i use to be in 2nd class... use to sing this song with my frnd and on that time.. cutter fight and beyblade was also in trend sadlY i cant relive those legendary moments with my frnds jab life se jyada homework na krke jane ki tension hoti thi ki teacher aaj maregi... old memories
@ayushirai3384,I was in 6th
@User-du7kf,When Salman's movie were tanking one by one. Great times.
@User-du7kf,Probably one of the few songs where Shreya is outclassed by far.
@nitya171,Just here for 1:05
@himalayanghumakkad,"""रात में चांदनी कभी
ऐसी गुनगुनाती हैं
सुन्न ज़रा लगता हैं तुमसे
आवाज़ मिलाती हैं""
These lines bless my ears everytime i listen😍😍"
@instalyf8777,"I was in class 2nd
It was in my mom's phone
Miss those dayss"
@69minalshahare84,Of all the songs of childhood this song feels nostalgic the most ❤️
@comdey_viedo,I was in class 12
@ronitsarkar0408,I love this song 💓💓💓💓
@rameshpoddar7122,It heals everything...
@rameshpoddar7122,"One of our God blessing is songs,..🙏👍🙏👍👍❤️"
@AartiKumari-sz2nb,I was in class 6
@quantum__psychology,Kon kon 2021 me sun ra hai ❤️
@yoganant9622,Can anyone tell me this tune 3:33 to 4:10   taken from which song?
@ansarizaid5140,King of entertainment salman bolte👌👌
@mrinaldas9987,I was 10th class
@mrinaldas9987,My favourite song
@jeetmota4469,Woh shardi ki raate..pehla pyar...or ye gana...kya din the vo yarr😄
@pritamsarkar1479,You may like new hindi songs (I like too) but you gotta admit that old will always be gold and old songs are much better than new ones.
@igniter2061,Prime katrina > All other beauty
@Hasan_kamrul1992,"Really love this song..
1st love ,only gf and now life partner from this year of the song"
@yashvantsharma5890,Salmon bhai flying like iron man😂
@deekshasharma106,My friend dedicated this song to me..
@marutihalatti7330,I was in 12th at that time... really it feels like I am in that time...
@vivekchandravanshi858,Class 5 memories 😭 2009 🥺 Kya din the. ❤️
@anshulnegi2251,6th mai tha ..aaj graduate ho chuka ..hu..
@140sunny3,I used to sing this song when I was in 7th class
@alishaislam3983,Only 6m 😠😠😠 this song deserve 700m ❤️❤️
@Life-xk6zy,Still ❤️
@StrongTagline,Still listening from 2013. Now 2021🙃
@shimonaprateek2297,"I’m leaving this comment here so after a month or a year someone likes this song, I’m reminded of it ❤️"
@cid261,"From salman khan to selmon boi, we grew up"
@skytv8604,I was in class 12th 😭
@mohammednouman471,"I was in grade 8 ...,"
@tufan9024,"Bachpan ,,summer season,,, school tution sab kuch band,,,khao pio,,cartoon dekho,,movies dekho ,,gaana suno,,khelo bas ....😭😭😭 Missing very much my childhood."
@baidyanaths88,"I was in 1st year when this song came, it was my brother's ringtone (Sony Ericsson Mobile phone) Golden days ❤️❤️"
@kallemkallemulla6169,Allah apko hum sabko nek hidayat de ameen
@cargaming_nk,So beautiful song
@cargaming_nk,Hi
@lalithavishnubhatla6556,The Indian Prince Sallu n The Fairy Kat..... super n extraordinary combo n heart touching n perfect song ever.....
@mayur_4567,Mera dost mere Ruth gaya
@nadeenkhan5260,Most handsome in the world salman khan 😍 ❤ ♥
@fighty8256,When Salman khan was not Salman khan
@-ShamantaTasnim,😔
@Rohailshahzad95,2021 😘🇵🇰♥️😘
@mahmudarahman8778,"Sreya,s voice is amazing"
@msali118,Nice song ☺️
@suparnabarua9674,I was in class 5😌
@instamood1m824,"I was in class 9th ,downloaded this song from FM in mobile."
@tufan9024,"Ab samajh mein aa raha hai,,why parents says OLD IS GOLD 😭.. NOSTALGIA"
@RN-bx2qb,Mein ye song FM m roz raat ko sunta tha class 9 m in 2008😌
@souravchakraborty6121,Because these type of songs I  love those music channels back then❤️❤️
@iamhesham,I was 1 That time 🥺
@purnaabasnet8279,😍😍😍
@snehayadav6405,8th😆
@gaurangratan7095,Shaandar💘💘
@sagarmehra2265,Legend is listening to this song in 2021 😂😂😂
@rajratnabelekar3711,This song listen on that time radio mirchi fm🙂
@taranjindal570,Very nice song 👌👌
@trilok7070,just came here to revive the nostalgia.
@fftja,Enginnering first year! Royal Mechanical Enginneeing😃
@Amin10XD,Accidentally from a playlist..this is so good
@mohammadirfan8355,I was in 7 class
@RamanKaur-bo9fy,I was in school may be 6th or 7th grade
@rion7140,Sallu vai love you 🥰🥰❤️🇧🇩
@sarwarghouris,I just wonder how come Sir Ar rahman songs have less views
@tishantnibrad4594,I was in 5th
@cutiesexylovely1967,"If ""Just Friends"" would be a song😝😝😂😂🤣"
@deepashamundloll5178,One of the iconic song of that time♥️
@neeravmakwana974,2021?
@anakhan4837,This song just for true friendship and above all true and deeper love.
@rrohit361,"The year was 2008,But this song remains still same to me..."
@yashraoyara1434,Touch here 4:15 for magical touch of arr
@yashraoyara1434,Days when I was in 7 class
@MiskatulMim,All time favourite song..love from BD💞
@Helpme584,Attend
@saleheenahmed1748,I was in 6th...
@salmanicmoon2809,"Totally speechless... 
Salman sir + Katrina, A couple from heaven"
@salmanicmoon2809,🥰🥰🥰🥰🥰🥰🥰
@hishanyadav4748,Probably I was in 4th or in 5th... Memories
@bugsxg6807,"I was in 2nd class, when this song came 😭. Miss my old happy days❤️"
@Bloom259,I was in 6th class
@moviesforuu,"...
Just to remind this song..
❤"
@santoshtimilsina3500,2021 anyone here
@ujjwalmurmu6472,Todays Listener's are legend
@krish9452,Katrina looks like angel here
@manlyman7379,Classy song
@sameebaloch7800,I was in class kindergarten 🤣
@rehena_sultana924,Ye song kon kon 2021 me dekhraha he 👍👍👍
@MuhammadKhalid-ch3li,Best friend song.
@liarsahil179,❤️❤️❤️❤️❤️😘😘😘😘
@Abdus_VGC,I was in class 4 then 😀
@imranshaikh8862,Cutu cupuls
@dotexe3301,From Sush And Yohan mashup of lofi songs
@phantomincluder2901,Salman of this time period was far better than after 2019 one salman
@9AM.ENTERTAINMENT.ANIRUDH.,Ye tb dimak m chlta tha jb English vali madam class m aati thi 😂
@rahulnishad4581,when i was in lkg or ukg
@Gourabmedhi_,When I was in class 2 I listened this with my elder brother ❤️ before going school ...now I'm in 12  but my elder no more with me ❤️
@vipin743,College Days...
@milind2005,I was 3 yrs old
@arindamgupta9897,Nice song🍈🍇🍈🍇🍈
@surajsarode4104,Salman Bhai ❤️😍✨
@sandeeoramteke1647,12
@itsmenishant,Was in 3rd
@Nevergiveup1369,Best part of the song when ar rahman sings at the end ..
@zeenatparveen8559,I was in 3rd
@shrivatsaks,Sallu Bhai 😍
@shivaprajapati9534,i was 12 yo thn 😅 tbse ye song fav h
@brucewayne5771,4:38 voice 🔥
@tanvighule2490,I love this song 😍😍😍😍
@kanchansuryavanahi2638,Aaj Ma hawa  la chalo
@dishameshram6341,Rohan i miss you so much plz come back in my life 😔😔😔
@imthikhan9418,Wa Salman ✨
@ahmadfarzandmalik8945,this song is something else... the feeling and the imagination is on another levele
@premgujjar8679,Nice
@Sachin-rw7dt,My fev childhood song....😍
@VivekSingh-fb8vp,"I was in class 3rd , now doing MBA at Stand ford University 😃🙏🙏"
@Ann-gy4gx,3:22 to 4:10 part literally fucked my soul❤🔥
@imthikhan9418,Wa kaif
@imthikhan9418,I love✨ my dost ✨
@mxdmaulikgoyal2226,Katrina 💟
@deepakkm8248,When I was 5th standared
@Aryankumar-ql3oy,I am in class 9 and I love this song❤️❤️❤️❤️
@salmanicmoon2809,This song deserves 100M views
@filmindustry8101,Which country?
@subhanakhatun1393,I ❤️u yrrrr 💔💔😭😭😭😭and i really miss you 😭😭
@sushantpawar5635,I was in 8th class ..I remember .😭😭
@RekhaKumari-bp9eo,I was 7 year old
@farhatilyas6930,A r  rehman sheriya salman khan katrina ap jaisay khubsorat stars k jhurmat ma song phoolon ki khushbu ki tarha mehak raha ha gulzar sahab k khubsorat lyrics song ki khubsorti ko char chand laga rahy han
@rohitdigarse,I was in college first year...indore 😀😀
@lokeshvaishnav5408,Love you song
@bhupendraprajapati0796,I was in class 6th..never heard songs like this before. Immediately fell in love ❤️
@Godprofile,🎸🙏👍
